date,city,state,country,shape,duration_seconds,duration,comment,report_date,latitude,longitude
2000-06-03 22:30:00,cranberry township,pa,,circle,3.0,2-3 seconds,Ball of white light seen traveling at low altitude,2000-06-06,40.684963,-80.107138
2013-10-03 20:55:00,covington,va,us,circle,30.0,30 seconds,Blue/green light flashing on a round object over town.,2013-10-14,37.7933333,-79.9941667
2012-07-16 07:30:00,clearwater,fl,us,disk,120.0,2 minutes,Saucer seen on Causeway,2012-08-05,27.9655556,-82.8002778
2004-02-02 03:00:00,waxahachie,tx,us,sphere,10.0,10 secconds,Bright&#44 red colored Spere&#44 sounded like a train&#44 seen twice,2004-03-09,32.3863889,-96.8480556
1988-01-10 21:30:00,bellside/wishaw (uk/scotland),,,sphere,120.0,2 min.,large pink luminous globe &#44bright flare close too moved at very low level silently,2001-08-05,55.838323,-3.935489
2007-08-07 21:39:00,las vegas,nv,us,oval,300.0,5 minutes,stars moving in sin city,2007-08-14,36.175,-115.1363889
2007-05-07 14:01:00,new york city (whitestone),ny,us,sphere,10.0,approx 10 seconds,White shperical object seen near New York City,2007-06-12,40.7141667,-74.0063889
1999-06-02 07:50:00,bellevue,wa,us,,10.0,5-10 seconds,low flying black Y-shaped object moving from the west to the east&#44 under the low cloud cover.  Smaller straight upward projections on t,1999-06-23,47.6105556,-122.1994444
2009-08-01 23:30:00,middletown,md,us,light,600.0,5 - 10 mins.,Nine orange lights in linear pattern in sky&#44 changed direction&#44 hovered and disappeared.,2009-08-05,39.4436111,-77.545
2009-05-11 14:04:00,port st. lucie,fl,,cylinder,45.0,45 seconds,Strange object  right after Shuttle launch,2009-05-12,27.273049,-80.358226
2011-06-28 21:00:00,ocean isle beach,nc,us,light,3600.0,i hour,Strange lights over Ocean Isle Beach,2011-07-06,33.8941667,-78.4269444
1997-07-05 19:30:00,n. waterboro,me,,sphere,60.0,1 min,A giant silver sphere appeared over the trees while I was fishing. The size was twice the size of any full moon.As I was rationalizing,1999-02-16,43.620447,-70.734287
2012-12-07 06:35:00,houston,tx,us,unknown,2.0,seconds,A flash of green light&#44 fire trail in the sky and no reports on the news of a plane exploding&#44 etc.,2012-12-20,29.7630556,-95.3630556
2009-01-01 19:00:00,berlin,ct,us,fireball,3600.0,1 hour,This is the 2nd night the object or craft has been seen. It is a few miles away houvering in the sky.  ((NUFORC Note:  Venus??  PD)),2009-01-10,41.6213889,-72.7461111
2008-04-23 10:03:00,bellevue,wa,us,sphere,120.0,2 minuted,As I was pulling into my driveway&#44 I got out of my car and noticed a bright spherically shaped orb up in the sky&#44 moving at a slow rate,2008-08-12,47.6105556,-122.1994444
2006-03-04 19:00:00,lancaster,ky,us,circle,5.0,5secs.,bright white circle seen over highway,2006-03-11,37.6194444,-84.5780556
2011-07-01 21:45:00,belton,mo,us,cross,45.0,45 seconds,A bright cross shaped&#44 fire colored with diamond shaped aura flew straigh nort directly over head of me heading towards k.c.&#44 mo.,2011-07-04,38.8119444,-94.5316667
2002-06-30 17:44:00,ipswich (uk/england),,gb,rectangle,0.3,0.3 sec,Dark grey streak rapidly moving across scene.,2002-11-04,52.083333,1.166667
2000-10-01 22:00:00,healesville. victoria (australia),,,light,40.0,2/3 minutes,light in sky projecting &quot;beam&quot;.,2003-08-28,-37.653829,145.517006
2009-07-17 00:00:00,santa fe,nm,us,light,120.0,minutes,Odd lights - objects in sky.,2009-12-12,35.6869444,-105.9372222
2014-01-18 20:45:00,columbia,md,us,cigar,900.0,15 minutes,There ufos spotted over Columbia&#44 MD.,2014-01-24,39.2402778,-76.8397222
2013-03-23 18:55:00,port of spain (trinidad),,,light,60.0,1 minute,Two objects in the sky which looked like stars&#44 but were moving and eventually dissappeared.,2013-05-15,10.666667,-61.516667
2012-06-08 22:45:00,fennville,mi,us,oval,60.0,1 minute,UFO sighting in Michigan sky.,2012-06-14,42.5938889,-86.1016667
2014-01-21 20:00:00,oakley,ca,us,disk,120.0,2 minutes,Craft over Oakley.,2014-01-24,37.9975,-121.7113889
2013-08-08 21:30:00,san diego,ca,us,circle,300.0,5 minutes,15 flying objects over San Diego.,2013-08-30,32.7152778,-117.1563889
1993-05-07 20:00:00,sedona,az,us,formation,1800.0,approx 30 minutes,numerous UFO&#39s erratically streaming from red rock formation &quot;guarded&quot; by gov&#39t black helicopters,2004-07-25,34.8697222,-111.7602778
2005-04-03 05:00:00,slippery rock,pa,us,,300.0,5 minutes,blue flashes during night snowstorm with power disruption,2005-05-11,41.0638889,-80.0566667
2004-04-01 22:00:00,yosemite n.p.,ca,,unknown,2.0,a few seconds,Looked up at the night sky...an unusually bright&#44 star-like object simply faded away as though it new I was looking at it,2004-04-09,37.865101,-119.538329
2002-10-10 02:00:00,philomath,or,us,unknown,5.0,about5seconds,i watched on the portland news that the space shuttle would be visiable and went to philomath oregon to what was known to be the apple,2002-10-15,44.5402778,-123.3663889
2008-08-26 01:00:00,la palma,ca,us,sphere,300.0,5 mins,2 purpish balls of light&#44ping ponging in the darkness&#44one shot a beam of white light in my eye&#44i was in my room,2008-10-31,33.8463889,-118.0458333
1971-07-15 12:00:00,genoa,wv,us,cigar,300.0,about 5 minutes,Me and my brother saw a cigar shaped object move quietly and very slowly above us for about 5 minutes.,2006-12-07,38.1219444,-82.46
2009-04-09 02:00:00,mount vernon,wa,us,triangle,4.0,4 seconds,My two friends and I saw a triangular formation of lights in the sky and when we went to video tape them&#44 they simply disappeared.,2009-04-14,48.4213889,-122.3327778
2013-04-23 21:00:00,london,ky,us,triangle,600.0,10 minutes,My son and I saw a triangle shaped object while watching for meteors..,2013-05-15,37.1288889,-84.0833333
2009-07-22 23:30:00,sunnyvale,ca,us,disk,10.0,8 to 10 seconds,very big shiney disc traveling quietly&#44 high &amp; fast&#44 no lights&#44 directly north in sunnyvale ca,2009-08-05,37.3688889,-122.0352778
1996-04-23 17:10:00,richmond,va,us,,360.0,6 min.,Woman&#44 other commuters on Ridgefield Rd. witness bright&#44 shiny&#44 chrome-colored obj. hovering below overcast.  &quot;Just above trees.&quot;,1999-11-02,37.5536111,-77.4605556
1999-09-27 14:00:00,cape kennedy (@ imax theatre 1),fl,,other,15.0,15 secs,During the film  &quot;Mission to Mir&quot;&#44  there appears to be a narrow elongated football shaped light which crosses a black sky from left to,1999-10-02,28.388333,-80.603611
2013-11-12 20:00:00,eastsound,wa,us,oval,1800.0,30 minutes,UFO over San Juan Islands&#44 Washington Nov. 12&#44 2013--Large White Light Globe Moving in Sky-VIDEO.  ((Moon&#33&#33)),2013-11-20,48.6969444,-122.9041667
2010-01-10 20:00:00,lompoc,ca,us,fireball,6.0,6 sec,huge bright orange sphere appeared and dissapeared,2010-02-14,34.6391667,-120.4569444
1999-06-01 22:45:00,corpus christi,tx,us,other,1020.0,10 20seconds,How did someone know when to come and get me&#44 and where to look?,2012-04-18,27.8002778,-97.3961111
2011-06-13 03:00:00,beacon falls,ct,us,other,3600.0,1 hour,I turned over in bed and looked up into the night sky&#44 to see a small white orb shoot across my window.,2011-06-20,41.4427778,-73.0630556
2013-11-02 22:30:00,columbia,md,us,light,2.0,2 seconds,Bright Green Light Shoots Across The Sky.,2013-11-11,39.2402778,-76.8397222
2002-06-02 14:30:00,corpus christi,tx,us,disk,600.0,10 minutes,Strange white flying objects flying together in perfect unison.,2002-06-12,27.8002778,-97.3961111
2013-08-24 23:55:00,peterborough (canada),on,ca,light,45.0,45 seconds,Silent Orange Lights over Peterborough.,2013-09-09,44.3,-78.333333
2012-11-12 01:00:00,shawnee,ks,us,circle,10.0,~10 seconds,3 circles flying close together&#44 motionless&#44 and without a sound&#33,2012-11-19,39.0416667,-94.72
2011-04-11 22:00:00,ellensburg,wa,us,light,240.0,4 minutes,Three bright lights northeast of Ellensburg WA,2011-05-02,46.9966667,-120.5466667
2008-09-29 10:41:00,longmont,co,us,triangle,45.0,45 seconds,UFO might have been invisible to the naked eye but my digital camera got it&#33&#33&#33,2008-10-31,40.1672222,-105.1013889
1990-10-15 20:00:00,prineville (30 miles east of),or,us,light,6.0,about 4-6 seconds,Fast moving ball of light that can move at right angles.,2001-02-24,44.3,-120.8333333
2010-06-30 00:00:00,nottingham (uk/england),,gb,light,7.0,7 seconds (approx.),super fast light in the sky,2010-07-06,52.966667,-1.166667
2001-01-10 16:30:00,waldoboro,me,us,cigar,900.0,10-15-min,red cigar shaped object in sky over Waldoboro&#44 Maine,2001-02-18,44.0952778,-69.3761111
2001-09-06 23:05:00,flushing,mi,us,light,10.0,5 to ten seconds,We are on an airline flight path for Toronto and I watch for planes going east and west. While walking down my drive way I looked towar,2001-10-12,43.0630556,-83.8511111
1995-10-13 06:30:00,new york city,ny,us,light,60.0,1 minute,Late one evening&#44 on my way home from work&#44 I ran into a few old friends. We started talking about the good old days and hours passed w,2003-03-21,40.7141667,-74.0063889
2001-06-17 00:00:00,new york city,ny,us,disk,30.0,30 seconds,I have a video clip of a UFO (seen and taped from a helicopter containing an unknown man and a woman). The tape shows clearly the UFO d,2002-01-29,40.7141667,-74.0063889
2007-06-03 21:30:00,houston,tx,us,sphere,15.0,15 seconds,A reddish/orange sphere (1/2 of a full moon)&#44 was seen moving steadily across the sky from SW to NE.,2007-06-12,29.7630556,-95.3630556
2005-09-01 04:00:00,goodlettsville,tn,us,rectangle,5.0,5 seconds,Shinny or lighted object going very fast then maneuvered as if to dodge something&#44 like a Bat would do&#44 then the whole thing tilted bac,2005-09-15,36.3230556,-86.7133333
2013-03-16 23:48:00,st. louis park,mn,us,oval,3.0,2-3 seconds,Large green orb,2013-05-15,44.9483333,-93.3477778
2014-01-03 18:56:00,huntington beach,ca,us,light,300.0,5 minutes,Single orange orb spotted in Huntington Beach&#44 CA.,2014-01-10,33.6602778,-117.9983333
2009-07-13 17:15:00,milford,pa,us,oval,5.0,5 seconds,Odd craft over Milford&#44 PA,2009-08-05,41.3222222,-74.8027778
1998-02-20 20:30:00,kalispell,mt,us,light,180.0,2 to 3 minutes,I saw a orange light slightly brighter and bigger than a star travelling in a direction of ESE.,1999-01-28,48.1958333,-114.3119444
1987-06-12 01:00:00,pittsburg,ks,us,,60.0,1 min,NOT a ufo report. This is an abduction.,2006-10-30,37.4108333,-94.7047222
2013-09-05 22:00:00,fairbanks,ak,us,disk,300.0,5 minutes,HUGE SAUCER FLYING INTO FORT WAINRIGHT,2013-09-30,64.8377778,-147.7163889
2012-12-04 16:00:00,willowbrook,il,us,light,180.0,3 minutes,Three shining circular objects evenly spaced motionless in the sky.,2012-12-20,41.7697222,-87.9358333
2012-05-21 00:50:00,tucson,az,us,light,20.0,20 sec.,Looked similar to shooting star&#44 but flew much slower and suddenly lit up with incredible brightness and disappeared,2012-05-29,32.2216667,-110.9258333
2012-02-05 01:00:00,grove city,oh,us,light,30.0,30 seconds,&quot;Star&quot; zoomed across night sky at high speed. stopped and began acting like star again.,2012-02-10,39.8813889,-83.0930556
2013-07-02 21:24:00,cocoa beach,fl,us,triangle,3.0,3 seconds,White glowing object flys near Kennedy Space Center at an extreme speed,2013-07-14,28.3197222,-80.6077778
2009-04-27 05:00:00,rome,ga,us,circle,1800.0,30 minutes,Hovering object on Mt. Alto in Rome GA,2009-05-12,34.2569444,-85.1647222
2005-07-10 23:00:00,leroy township,oh,,light,120.0,2 min.,I saw a light in the sky make a 90 degree turn in the night sky.,2006-12-07,41.677103,-81.141669
2012-03-01 22:27:00,hagerstown,in,us,oval,180.0,3 minutes,We saw something over 300ft long in the sky &#44 that didn&#39t have a sound to it and moving at high speed.,2012-03-13,39.9111111,-85.1616667
2004-10-06 22:15:00,marietta,pa,us,triangle,60.0,1 minute,Slow and low flying triangular craft with lights some blinking with a slight engine sound,2004-10-27,40.0569444,-76.5525
1961-08-01 02:00:00,subic bay (philippines),,,circle,1800.0,30 min.,Looking east about 10 to 15 degrees above the horizon&#44 I saw this starlike object at a very high speed. There was only one light which,2001-11-20,14.791058,120.239734
2007-05-02 21:35:00,boynton beach,fl,us,light,3000.0,50 minutes,Stationary star like light twinkling many colors seen for 50 minutes.  ((NUFORC Note:  Sighting of Venus?  PD)),2007-06-12,26.525,-80.0666667
2011-10-03 02:35:00,miles city,mt,us,formation,420.0,7 minutes,3 red objects bright moving then 3 white disperse from within,2011-10-10,46.4083333,-105.84
2005-01-05 14:15:00,cullman,al,us,triangle,540.0,9 min.,Me and a few friends were outside working on my fathers truck when we looked up and saw all saw a black triangular craft hover over us.,2005-02-08,34.1747222,-86.8436111
1984-06-01 13:00:00,bowling green,ky,us,unknown,1200.0,20 - minutes,SOMETHING AIRBORNE HIT &amp; DAMAGED OUR U-HAUL,2007-02-01,36.9902778,-86.4436111
2010-09-30 02:50:00,fort worth,tx,us,triangle,30.0,about 30 seconds,At around  midnight I saw a UFO flying across the sky.  Two triangles Flying one in front of the other with a blinking light on the end,2010-11-21,32.7252778,-97.3205556
2008-06-20 08:30:00,kingston,tn,us,triangle,300.0,5 min,3 white lights on each tip one red one in the middle flashing,2009-06-09,35.8808333,-84.5086111
2003-10-08 19:05:00,arthur,ne,us,light,25.0,25 seconds,Very bright light 4x size of Mars.,2003-10-15,41.5716667,-101.6911111
1990-06-08 21:00:00,stonyford,ca,us,sphere,20.0,20 sec.,neon green&#44 round&#44traveled very very fast. no sound no flashing.,1999-01-28,39.3752778,-122.5430556
2009-06-13 06:30:00,columbus,oh,us,formation,10.0,10 seconds,I was in the backyard &#44 sitting on a chair and thought it was geese &#44 but it wasn&#39t.,2009-08-05,39.9611111,-82.9988889
1977-04-16 14:00:00,south royalton,vt,us,disk,60.0,60 sec.,As reported to MUFONCT:  While driving south on rt 89 near South Royalton&#44 VT I spotted huge dark&#44 metallic gray  with sectioned plated,2004-03-02,43.8208333,-72.5216667
2002-10-14 19:00:00,vancouver (north of),wa,us,,120.0,several minutes,Bright white round light with wide fanned tail flying slowly north then suddenly disappearing  ((Vandenberg rocket launch.  PD)),2002-10-15,45.6388889,-122.6602778
2004-07-21 00:00:00,lake shasta resort,ca,,fireball,7.0,7 seconds,Out for a walk at midnight&#44 saw a object burning&#44 disppear behind the mountains.,2005-04-16,38.837761,-122.727429
2011-08-31 21:15:00,rothesay (canada),nb,ca,light,90.0,90 seconds,brith light moving fast.,2011-10-10,45.383333,-66.0
2000-09-16 17:54:00,fort wayne,in,us,cigar,15.0,15 secs,Dark gray colored object with two big circles on the side,2000-09-21,41.1305556,-85.1288889
2007-10-28 05:00:00,new york city,ny,us,light,7200.0,2 hours,Bright light appears over NYC  ((NUFORC Note:  Sighting of Venus or &quot;twinkling star??&quot;  PD)),2007-11-28,40.7141667,-74.0063889
2012-10-16 23:30:00,vineland (canada),on,,triangle,480.0,8 minutes,Triangle of 3 very bright white lights hovering over Victoria ave and south service road,2012-10-30,43.151355,-79.39277
2000-05-29 04:00:00,tallahassee,fl,us,disk,10800.0,3 hours,A saucer that was turned vertical that flashed,2000-06-06,30.4380556,-84.2808333
2010-03-25 21:00:00,south bend,in,us,unknown,180.0,3 minutes,Object travelling in night sky below cloud deck eastbound illuminated (flashing &amp; steady) green&#44 red&#44 white &amp; shimmering violet light.,2010-04-13,41.6833333,-86.25
2001-08-18 22:50:00,prescott,az,us,formation,180.0,3 minutes,Triangle of lights moving in the upper atmosphere,2002-09-06,34.54,-112.4677778
2013-08-15 20:30:00,orlando,fl,us,light,2100.0,35 minutes,I figure they may have got caught in the hurricane and were fleeing west to get out of the storm.,2014-03-18,28.5380556,-81.3794444
2005-10-11 16:36:00,lake point,ut,us,light,720.0,about 12 mins,Lights near  Lake Point/Grantsville&#44 UT,2005-10-20,40.6808333,-112.2622222
2010-07-05 19:30:00,clarksville,tn,us,oval,300.0,5 min,Oval fireball hover and headed north over clarksviile&#44 tn,2010-07-10,36.5297222,-87.3594444
1996-11-02 02:00:00,reno to dallas (aboard jetliner enroute between),tx,,triangle,2.0,few seconds,Even though I am a private pilot&#44 I spend every hour of jet flight viewing the earth below.  COvered window allowed spotting overtaking,2002-09-06,39.529633,-119.813803
2007-01-03 18:00:00,zanesville,oh,us,other,180.0,3 minutes,V shaped object w/red lights,2007-02-01,39.9402778,-82.0133333
2000-06-29 21:30:00,jefferson city,mo,us,triangle,1200.0,20 minutes,Bright Light  and V shaped lights moving to the east.,2000-07-11,38.5766667,-92.1733333
2002-05-29 21:15:00,frankfort,in,us,light,60.0,1 minute,huge orange lights fading away then reappearing again 15 mins later,2002-06-12,40.2794444,-86.5108333
1977-06-30 15:30:00,newmarket (canada),on,ca,disk,21600.0,afternoon,5 min. close stationary UFO sighting by my mother&#44 sister and myself . Several same day News worthy sightings w/ several witnesses,2010-11-21,44.05,-79.45
2010-10-08 11:00:00,stockbridge,ma,us,circle,30.0,30 sec,small orb of light  in the sky.,2010-11-21,42.2875,-73.3208333
